Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BHA,05-831,Młochów,Al. Kasztanowa,6,UP-7K,1,200108_200201_200301,wtorek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,UP-7K,3150.0,UP-7,wtorek piątek,2 razy w tygodniu,"1, 2, 3, 4","Wt, Pt",0,0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-850,Ożarów Mazowiecki,Nadbrzeżna,20,L-1100K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-090,Wypędy,Kwietniowa,10,L-1100K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,02-196 ,Warszawa,Popas,28,L-1100K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWA,01-014,Warszawa,Żytnia,13,L-1100K,1,200108_200201_200301,poniedziałek wtorek czwartek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek wtorek czwartek piątek,4 razy w tygodniu,"1, 2, 3, 4","Pn, Wt, Cz, Pt",0,0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWA,05-552,Wólka Kosowska,Marii Świątkiewicz,34,L-1100K,1,200108_200201_200301,wtorek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,wtorek piątek,2 razy w tygodniu,"1, 2, 3, 4","Wt, Pt",0,0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,05-090,Raszyn,Drukarska,15,L-1100K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-090,Wypędy,Zdrojowa,19,L-1100K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-090,Sękocin Nowy,Leszczynowa,18,L-240K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-090,Janki,Godebskiego,10,L-1100K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHA,05-082,Stare Babice,Kutrzeby,6,L-240K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,05-090,Falenty Duże,Falencka,27,L-120B,1,200108_200201_200301,co tydzień wtorek,Odpady kuchenne ulegające biodegradacji,"200201, 200301",0.45,L-120B,54.0,L-120,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-850,Konotopa,Piwna,9,L-1100K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,,Raszyn,Projektowana,27,L-120K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,02-238,Warszawa,Modularna,11,L-1100K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHA,05-082,Stare Babice,Józefa Piłsudskiego,11,L-240K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-850,Macierzysz,Sławęcińska,34,L-240K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,05-090,Falenty Nowe,Rozbrat,25,L-120K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHB,05-850,Ożarów Mazowiecki,Gen. Henryka Dąbrowskiego,31,L-1100K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-800,Pruszków,Magazynowa,25,L-1100K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,05-090,Falenty Nowe,Willowa,8,L-240K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHA,05-850,Konotopa,Rajdowa,29,UP-7K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,UP-7K,3150.0,UP-7,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHA,05-090,Janki,Majowa,28,L-1100K,1,200108_200201_200301,co tydzień wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień wtorek,1 raz w tygodniu,"1, 2, 3, 4",Wt,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BRC,05-825,Grodzisk Mazowiecki,Kłudno Stare,19,L-1100K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,05-800,Pruszków,al. Wojska Polskiego,30,L-240K,1,200108_200201_200301,wtorek czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,wtorek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Wt, Cz",0,0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHC,05-090,Janki,Wichrowa,26,L-120K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BWC,05-090,Raszyn,"Puchały, Centralna",23,L-1100K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
BHA,05-082,Stare Babice,Ogrodnicza,31,L-1100K,1,200108_200201_200301,2 i 4 wtorek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 wtorek,2 razy w miesiącu,"2, 4",Wt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2Wt,2Wt_B_200108_200201_200301
