Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BWB,05-540,Zalesie Górne,Szmaragdowych Żuków,18,L-120P,1,150101_200201,1 i 3 piątek,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Pt,3Pt_B_150101_200201
BRA,05-825,Grodzisk Mazowiecki,Transportowa,23,L-120P,1,150101_200201,1 i 3 piątek,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Pt,3Pt_B_150101_200201
BWC,05-520,Bielawa,Lipowa,24,L-120P,1,150101_200201,3 piątek,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,3 piątek,1 raz w miesiącu,3,Pt,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Pt,3Pt_B_150101_200201
BRB,05-825,Grodzisk Mazowiecki,Kopernika,31,L-240P,1,150101_200201,co tydzień piątek,Opakowania z papieru i tektury,200201,0.27,L-240P,64.80000000000001,L-240,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3Pt,3Pt_B_150101_200201
BWC,05-540,Zalesie Górne,Środkowa,18,L-120P,1,150101_200201,3 piątek,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,3 piątek,1 raz w miesiącu,3,Pt,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Pt,3Pt_B_150101_200201
BWB,05-500,Nowa Wola,Ignacego Krasickiego,31,L-1100P,1,150101_200201,co tydzień piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3Pt,3Pt_B_150101_200201
BRB,96-300,Żyrardów,Czysta,5,L-1100P,1,150101_200201,co tydzień piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3Pt,3Pt_B_150101_200201
BRC,05-825,Grodzisk Mazowiecki,Szczęsna,24,L-1100P,1,150101_200201,1 i 3 piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Pt,3Pt_B_150101_200201
BRB,05-825,Grodzisk Mazowiecki,Cieszyńska,30,UP-7P,1,150101_200201,1 i 3 piątek,Opakowania z papieru i tektury,200201,0.27,UP-7P,1890.0000000000002,UP-7,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Pt,3Pt_B_150101_200201
BRC,96-300,Żyrardów,Łukasińskiego,9,L-120P,1,150101_200201,3 piątek,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,3 piątek,1 raz w miesiącu,3,Pt,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Pt,3Pt_B_150101_200201
