Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BHA,05-816,Michałowice,Jesionowa,26,L-1100K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHA,05-806,Sokołów,Sąsiedzka,24,L-1100K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BWA,01-267,Warszawa,Jana Kazimierza,18,L-1100K,1,200108_200201_200301,poniedziałek środa piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek środa piątek,3 razy w tygodniu,"1, 2, 3, 4","Pn, Sr, Pt",0,0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BRA,05-825,Urszulin,Legionistów,33,L-240B,1,200108_200201_200301,poniedziałek środa piątek,Odpady kuchenne ulegające biodegradacji,"200201, 200301",0.45,L-240B,108.0,L-240,poniedziałek środa piątek,3 razy w tygodniu,"1, 2, 3, 4","Pn, Sr, Pt",0,0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BRA,96-314,Baranów,Północna,24,L-1100K,1,200108_200201_200301,poniedziałek środa piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek środa piątek,3 razy w tygodniu,"1, 2, 3, 4","Pn, Sr, Pt",0,0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHA,05-831,Młochów,Al. Kasztanowa,6,UP-7K,1,200108_200201_200301,wtorek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,UP-7K,3150.0,UP-7,wtorek piątek,2 razy w tygodniu,"1, 2, 3, 4","Wt, Pt",0,0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BWB,00-021,Warszawa,Chmielna,10,L-1100K,1,200108_200201_200301,poniedziałek środa piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek środa piątek,3 razy w tygodniu,"1, 2, 3, 4","Pn, Sr, Pt",0,0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHB,05-830,Nadarzyn,Komorowska,8,L-1100K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHA,05-830,Nadarzyn,Błońska,9,L-1100K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,05-830,Wolica,Zielona,18,L-1100K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BWA,01-014,Warszawa,Żytnia,13,L-1100K,1,200108_200201_200301,poniedziałek wtorek czwartek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek wtorek czwartek piątek,4 razy w tygodniu,"1, 2, 3, 4","Pn, Wt, Cz, Pt",0,0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BWA,05-552,Wólka Kosowska,Marii Świątkiewicz,34,L-1100K,1,200108_200201_200301,wtorek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,wtorek piątek,2 razy w tygodniu,"1, 2, 3, 4","Wt, Pt",0,0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,96-321,Lisówek,Iglasta,18,L-120K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHB,05-830,Kajetany,Orla,34,L-1100K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BRC,05-825,Książenice,Al. Brzozowa,28,L-240K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,05-830,Kostowiec,Przemysłowa,7,L-120K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,05-830,Nadarzyn,Kalinowa,19,L-120K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHA,05-825,Marynin,Partyzantów AK,24,L-1100K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHA,96-300,Żyrardów,Reymonta,14,L-1100K,1,200108_200201_200301,poniedziałek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek piątek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Pt",0,0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,05-830,Nadarzyn,Kubusia Puchatka,28,L-240K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BRC,96-313,Jaktorów Kolonia,Dobra,33,L-1100K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BWB,02-336,Warszawa,Włochowska,27,L-1100K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BRB,96-313,Jaktorów,Generała Skokowskiego,27,L-1100K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BRA,05-816,Opacz Kolonia,Spisaka,33,L-1100K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,05-830,Wolica,Przyleśna,24,L-1100K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BRC,96-321,Józefina,Gałązki,27,L-1100K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,05-830,Kostowiec,Dymman,20,L-1100K,1,200108_200201_200301,co tydzień piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1Pt,1Pt_B_200108_200201_200301
BRC,96-313,Jaktorów Kolonia,Kleeberga,32,L-1100K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,96-321,Kaleń,Brzoskwiniowa,34,L-240K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,05-830,Kajetany,Karola Łoniewskiego,16,L-1100K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
BHC,05-831,Wola Krakowiańska,Jastrzębska,32,L-120K,1,200108_200201_200301,1 i 3 piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,1 i 3 piątek,2 razy w miesiącu,"1, 3",Pt,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pt,1Pt_B_200108_200201_200301
