Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BWC,05-503,Wola Gołkowska,Piesza,30,L-1100K,1,200108_200201_200301,2 i 4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,00-507,Warszawa,Bokserska,25,UP-7K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,UP-7K,3150.0,UP-7,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BHC,05-830,Rusiec,Osiedlowa,6,L-1100K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWB,00-021,Warszawa,Chmielna,10,L-1100K,1,200108_200201_200301,poniedziałek środa piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek środa piątek,3 razy w tygodniu,"1, 2, 3, 4","Pn, Sr, Pt",0,0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,02-822,Warszawa,Poleczki,13,L-240B,1,200108_200201_200301,2 i 4 poniedziałek,Odpady kuchenne ulegające biodegradacji,"200201, 200301",0.45,L-240B,108.0,L-240,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-540,Zalesie Górne,Młodych Wilcząt,20,L-770K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-770K,346.5,L-770,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWA,01-014,Warszawa,Żytnia,13,L-1100K,1,200108_200201_200301,poniedziałek wtorek czwartek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek wtorek czwartek piątek,4 razy w tygodniu,"1, 2, 3, 4","Pn, Wt, Cz, Pt",0,0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWA,02-025,Warszawa,Plac Zawiszy,5,L-120B,2,200108_200201_200301, P - - C - - - 1 2 3 4 5 O,Odpady kuchenne ulegające biodegradacji,"200201, 200301",0.45,L-120B,54.0,L-120, P - - C - - - 1 2 3 4 5 O,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0,0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWA,02-665,Warszawa,Al. Wilanowska,21,L-1100K,1,200108_200201_200301,poniedziałek czwartek sobota,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek czwartek sobota,3 razy w tygodniu,"1, 2, 3, 4","Pn, Cz, So",0,0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-502,Gołków,Gołkowska,19,L-120K,1,200108_200201_200301,2 i 4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWB,05-532,Baniocha,Łubna,17,L-120B,1,200108_200201_200301,4 poniedziałek,Odpady kuchenne ulegające biodegradacji,"200201, 200301",0.45,L-120B,54.0,L-120,4 poniedziałek,1 raz w miesiącu,4,Pn,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-500 ,Piaseczno,Żeglińskiego,7,L-700K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-700K,346.5,,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWA,05-500,Piaseczno,Al.Jana Pawła II,20,UP-5.K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,UP-5.K,2250.0,UP-5,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-532,Baniocha,Solec,6,L-1100K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-552,Kolonia Warszawska,Aleja Krakowska,33,L-1100K,1,200108_200201_200301,2 i 4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWB,02-685,Warszawa,Rodziny Hiszpańskich,13,L-120B,1,200108_200201_200301,co tydzień poniedziałek,Odpady kuchenne ulegające biodegradacji,"200201, 200301",0.45,L-120B,54.0,L-120,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BHC,96-300,Żyrardów,Piotra Wysockiego,7,L-120K,1,200108_200201_200301,2 i 4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BRB,96-300,Żyrardów,Bohaterów Warszawy,28,L-660K,1,200108_200201_200301,2 i 4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-660K,297.0,L-660,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BRC,96-300,Żyrardów,Ludwika Waryńskiego,22,L-1100K,1,200108_200201_200301,4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,4 poniedziałek,1 raz w miesiącu,4,Pn,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-500 ,Piaseczno,Raszyńska,18,L-120K,1,200108_200201_200301,2 i 4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWA,01-747,Warszawa,Powązkowska,17,L-1100K,1,200108_200201_200301,poniedziałek czwartek sobota,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek czwartek sobota,3 razy w tygodniu,"1, 2, 3, 4","Pn, Cz, So",0,0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-500 ,Piaseczno,Elektroniczna,24,L-1100K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BRC,96-300,Żyrardów,Marii Nietrzebki,26,L-240K,1,200108_200201_200301,2 i 4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-500 ,Piaseczno,Stołeczna,28,L-1100K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWA,01-377,Warszawa,Połczyńska,11,L-1100K,1,200108_200201_200301,poniedziałek czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0,0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BHA,96-300,Żyrardów,Reymonta,14,L-1100K,1,200108_200201_200301,poniedziałek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek piątek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Pt",0,0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-500,Jesówka,Dzikich Gęsi,17,L-240K,1,200108_200201_200301,2 i 4 poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-503,Głosków,Korczunkowa,25,L-1100K,1,200108_200201_200301,poniedziałek środa,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek środa,2 razy w tygodniu,"1, 2, 3, 4","Pn, Sr",0,0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWB,02-863,Warszawa,Jeziorki,14,L-1100K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BRB,05-825,Grodzisk Mazowiecki,J. Słowackiego,29,UP-7K,1,200108_200201_200301,poniedziałek środa,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,UP-7K,3150.0,UP-7,poniedziałek środa,2 razy w tygodniu,"1, 2, 3, 4","Pn, Sr",0,0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
BWC,05-500 ,Piaseczno,Zgoda,29,L-240K,1,200108_200201_200301,co tydzień poniedziałek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4Pn,4Pn_B_200108_200201_200301
